Day,No,Type,Time,Content
27,5,軽め(共感),15:00,"子供が「パパ見て！」と言っても、スマホ片手に「すごいねー」。
子供にもその態度？と呆れてしまう。
これ、あるあるですよね。
共感したら「いいね」お願いします。"
27,6,軽め(一言),17:00,"夕方のこの時間。
通知音が鳴るたびに、ビクッと反応する夫。
私にはそんな反応してくれないのに。
小さな変化が大事です。"
27,7,本気(誘導),20:00,"【画像文字案】
諦めないで。
リアルな時間は
もっと楽しい。

【本文】
休みの日もスマホばかりで話を聞いてくれない。
その悩みを抱えているあなたへ。

画面の中には情報があるけれど、目の前には温もりがあります。
その価値を、もう一度思い出してもらいましょう。

（改行）

「会話が減るカップルの共通点」「スマホより大事な時間を取り戻す3つの工夫」
解決のための「3つのステップ」をNoteにまとめました。
▼記事はプロフのリンクから
#夜専用レス手前の会話レシピ"
27,8,軽め(夜),21:00,"夜のリビング。
青白い光に照らされた横顔。
近くにいるのに、一番遠い存在。
同じ気持ちの人、いますか？"
27,9,軽め(夜),22:00,"今日もお疲れ様でした。
今夜はスマホを置いて、目を閉じて。
静かな時間を大切に。
おやすみなさい。"
27,10,軽め(〆),23:00,"明日は今日より少しだけ、心が軽くなりますように。
あなたの声が、真っ直ぐ届きますように。
プロフの固定投稿もぜひ。
おやすみなさい。"
28,1,本気(共感),07:00,"【画像文字案】
喧嘩もしない。
会話もない。
静かに、でも確実に冷めていく。

【本文】
「夫婦仲は悪くはない。でも、どこか距離を感じ始めている30〜40代の皆さんへ。」

（改行）

激しい言い争いがあるわけじゃない。
DVや浮気があるわけでもない。
周りから見れば「普通の夫婦」。

でも、心の中では「このままでいいのかな」という違和感が消えない。
静かに、ゆっくりと、愛が冷めていく感覚。
これが「サイレント・クライシス」だと気づいた時、どうすればいいかわからなくなる。

私の実体験はプロフの固定投稿へ。
#サイレントクライシス #仮面夫婦 #倦怠期 #問題"
28,2,軽め(挨拶),08:00,"おはようございます。
「何もない」は平和ですが、時には「何か」を起こすことも必要。
今日は小さな波紋を投げてみませんか？
今日も無理せずいきましょう。"
28,3,軽め(問),10:00,"【質問】
今の夫婦関係を一言で表すと？

1. ラブラブ
2. 平穏（無風）
3. 冷戦

正直に教えてください🙋‍♀️"
28,4,本気(解決),12:00,"【画像文字案】
「凪」を恐れない。
でも、船を出す
準備はしておく。

【本文】
喧嘩しているわけではなく「静かに冷めていく」タイプの危機。
エネルギーが枯れているので、重い改善策には動けません。

「何とかしたい気持ちはあるが、気力がない」。
そんな時は、無理に動かず、まずは現状を認めることから。
小さな「挨拶」や「感謝」から、リハビリを始めましょう。

（改行）

「サイレント・クライシスとは何か？プチレス予備軍の夫婦に起きていること」
具体的な方法はNoteで公開中。
#サイレントクライシス #仮面夫婦 #解決策"
28,5,軽め(共感),15:00,"「離婚するほどじゃないけど、幸せでもない」。
この中途半端な状態が、一番生殺しで辛い。
これ、あるあるですよね。
共感したら「いいね」お願いします。"
28,6,軽め(一言),17:00,"夕方のこの時間。
平穏な日常に感謝しつつ、どこか物足りなさを感じる。
刺激が欲しいわけじゃない、温もりが欲しいだけ。
小さな変化が大事です。"
28,7,本気(誘導),20:00,"【画像文字案】
諦めないで。
静かな危機は
静かに解決できる。

【本文】
サイレント・クライシス下のプチレス予備軍。
その悩みを抱えているあなたへ。

大きなアクションは必要ありません。
日々の小さな積み重ねが、氷を溶かしていきます。
焦らず、ゆっくりと。

（改行）

「サイレント・クライシスとは何か？プチレス予備軍の夫婦に起きていること」
解決のための「3つのステップ」をNoteにまとめました。
▼記事はプロフのリンクから
#夜専用レス手前の会話レシピ"
28,8,軽め(夜),21:00,"夜のリビング。
波風立たない湖面のような空気。
石を投げ込む勇気が欲しい。
同じ気持ちの人、いますか？"
28,9,軽め(夜),22:00,"今日もお疲れ様でした。
平穏無事な一日に感謝。
でも明日は、少しだけ風を感じたい。
おやすみなさい。"
28,10,軽め(〆),23:00,"明日は今日より少しだけ、心が軽くなりますように。
静かな夜に、愛が芽生えますように。
プロフの固定投稿もぜひ。
おやすみなさい。"
29,1,本気(共感),07:00,"【画像文字案】
子どもが巣立った後
この広い家に二人きり。
その沈黙が、今から怖い。

【本文】
「子育てが終わったら、私たちに何が残るんだろう？」

（改行）

今は子供の話題で繋がっているけれど。
それがなくなったら、共通の話題なんてない。
想像するだけで、胸がざわざわする。

「おーい」と呼んでも、返事がない未来。
ただテレビの音だけが響くリビング。
そんな老後は嫌だ。でも、どうすればいいかわからない。

私の実体験はプロフの固定投稿へ。
#空の巣症候群 #熟年離婚 #夫婦の危機 #問題"
29,2,軽め(挨拶),08:00,"おはようございます。
未来の不安より、今のコーヒー。
まずは今日一日、心地よく過ごすことだけ考えましょう。
今日も無理せずいきましょう。"
29,3,軽め(問),10:00,"【質問】
子どもがいない時、夫婦の会話は弾みますか？

1. 弾む
2. 業務連絡のみ
3. 無言

正直に教えてください🙋‍♀️"
29,4,本気(解決),12:00,"【画像文字案】
「夫婦」を
もう一度始めよう。
ゼロからの再構築。

【本文】
「空の巣」は終わりではなく、第二章の始まりです。
恋人時代に戻るのではなく、新しい関係を作るチャンス。

まずは「子供抜きの会話」のリハビリから。
「今日の天気」でも「ニュース」でもいい。
「パパ・ママ」ではなく、名前で呼び合うことから始めてみませんか？

（改行）

「子どもが巣立った後の夫婦関係を、劇的に良くする3つの準備」
具体的な方法はNoteで公開中。
#空の巣症候群 #夫婦の再構築 #解決策"
